"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"b_Hmax_Intercept",172.206728014892,0.0425770025032724,2.07642036426819,168.10653322353,170.818703650893,172.217406366504,173.575740464229,176.362819046714,2378.37533795992,1.00121028669426
"b_k_Intercept",4.17599172163425,0.0025939519376315,0.137950835213199,3.91067043460088,4.08131379160512,4.17453862237427,4.26684686255211,4.44895815658726,2828.29573467809,1.00035875767662
"b_I_Intercept",150.947685913168,0.0209795184686324,0.959553414556033,149.069577258717,150.305625824949,150.95490187759,151.587517226382,152.841498588498,2091.93062910016,1.00031051994316
"b_Hmin_Intercept",18.5414775636946,0.0087547522281577,0.87547522281577,16.7915285863432,17.9571655427873,18.5479458986553,19.1186250895248,20.244150968548,10000,0.999933277766424
"sd_ID__Hmax_Intercept",23.6430980864363,0.0294123986460208,1.57741405827072,20.7065158926824,22.5457255964889,23.5910971862922,24.6889643660898,26.8364739418062,2876.27579695173,1.00052296598605
"sd_ID__k_Intercept",0.741164461200982,0.00838668106487535,0.217559597037982,0.181302864951342,0.630033954220393,0.769537464342362,0.889574599062053,1.08932554147695,672.939833235685,1.00186386353215
"sd_ID__I_Intercept",10.8316727883476,0.0138503690600911,0.723614180265474,9.47561168570854,10.3381331710966,10.8145998998619,11.2963715567053,12.3146692799531,2729.55246330067,1.00039957262207
"sigma",10.9362493237112,0.014077311712752,0.475116046625259,10.0761866115721,10.6055603704707,10.9104246465479,11.2463700003628,11.9334225256854,1139.09499234392,1.00141222107205
"r_ID__Hmax[Da_Ae_1,Intercept]",20.8449025978436,0.111362114525926,11.1362114525926,-0.804626864414449,13.4084995254691,20.7272640201404,28.213354358718,43.3078465662135,10000,0.99971618250303
"r_ID__Hmax[Da_Ae_2,Intercept]",27.4379619210431,0.110430939447574,11.0430939447574,6.13275707455558,19.9902592417303,27.2386947772473,34.4714047660376,50.0121266284507,10000,0.999934170319524
"r_ID__Hmax[Da_Ol1_1,Intercept]",0.233714483354236,0.156361160398728,11.1737336371385,-19.4156354075388,-7.42167610196048,-0.655261491716637,7.10008597101954,24.6802058338367,5106.68252249629,1.0001290897559
"r_ID__Hmax[Da_Ol1_2,Intercept]",-53.9212027637371,0.19560776577298,12.4517769823219,-74.2484411028821,-62.440548957403,-55.3118181782625,-47.1841266713497,-24.2886714896391,4052.19635980712,1.00039618992616
"r_ID__Hmax[Da_Ol1_3,Intercept]",4.10944626802504,0.0986908324016123,9.86908324016123,-14.4867387125425,-2.64757953211744,3.82683832267727,10.388322459266,24.2417596023598,10000,0.999799769209225
"r_ID__Hmax[F1_1,Intercept]",26.6244190492404,0.0890263296419138,8.90263296419138,9.87900463760713,20.3930309303157,26.4919691005604,32.5046546694943,44.4943392443399,10000,1.0001409083465
"r_ID__Hmax[F1_2,Intercept]",24.2327669451213,0.0993837270594964,9.93837270594964,5.42596673162786,17.4198913504464,23.9017084483068,30.7073389971381,44.5466599384067,10000,1.00024052323505
"r_ID__Hmax[F1_3,Intercept]",16.0118720109655,0.0920233540753591,9.20233540753591,-1.71363934332334,9.71543804644995,15.7315544889238,22.1639482730401,34.4563056681792,10000,1.00011576046648
"r_ID__Hmax[ID_1,Intercept]",39.968013940279,0.0996255274596512,9.96255274596512,21.0815414951057,33.1610931901045,39.8739849537915,46.4694943570693,60.207330740366,10000,0.999632455246056
"r_ID__Hmax[ID_10,Intercept]",20.0206238991959,0.0989584564760947,9.89584564760947,1.88865639979551,13.1496603342211,19.7197986446833,26.5194574805684,40.2096628094526,10000,1.00062033062932
"r_ID__Hmax[ID_100,Intercept]",-8.13553952565295,0.0892290672859003,8.92290672859003,-25.0938902310476,-14.2647001769741,-8.38100920325875,-2.27696190757839,9.68730205838554,10000,0.999923456736974
"r_ID__Hmax[ID_101,Intercept]",-5.6577536739812,0.0837341049919675,8.37341049919675,-21.3061497251476,-11.3481391249017,-5.83186750701745,-0.369357970612779,11.4888027312413,10000,0.999956169665679
"r_ID__Hmax[ID_102,Intercept]",-18.5554113087793,0.100248483802181,10.0248483802181,-37.0043666691462,-25.4312655081559,-18.8490209530897,-12.2714703204841,2.4200291742811,10000,1.00020124160099
"r_ID__Hmax[ID_103,Intercept]",-17.8485711189453,0.112059965238538,9.64138958791083,-35.1751397284344,-24.5742486234944,-18.2938224392769,-11.809038170608,2.67638710888989,7402.49797791611,0.999968173871077
"r_ID__Hmax[ID_104,Intercept]",14.8216294133054,0.103830175142331,10.3830175142331,-4.70884743631177,7.70326024641241,14.5014816372801,21.4716128234177,36.0418710745228,10000,0.999864400114763
"r_ID__Hmax[ID_105,Intercept]",20.256997679963,0.105308811831343,10.5308811831343,0.466399114530214,13.1586383000886,19.9617747570624,27.220498116948,41.8290226799337,10000,1.00021447830546
"r_ID__Hmax[ID_106,Intercept]",-6.00443086639288,0.098345238613462,9.8345238613462,-24.9095207408503,-12.5896210874936,-6.19321813734887,0.404160427160816,14.0857128873746,10000,1.00007093568346
"r_ID__Hmax[ID_107,Intercept]",36.9441967296947,0.110122632250566,11.0122632250566,15.9451742799743,29.4579976006628,36.7453089887494,44.2479409563887,59.0489168629192,10000,0.999935292638394
"r_ID__Hmax[ID_109,Intercept]",5.23323519300228,0.135881151853239,11.5037953531146,-16.1000852600957,-2.60684249587834,4.81665614090593,12.6207426445907,29.4281091020845,7167.43651751551,0.99977601567089
"r_ID__Hmax[ID_111,Intercept]",0.253916976207547,0.0994911514424803,9.94911514424803,-18.1044298238767,-6.7188779466022,-0.0018535361594703,6.73583126140944,20.5896788085748,10000,0.999900624265435
"r_ID__Hmax[ID_112,Intercept]",3.70077980671453,0.09741190290645,9.741190290645,-14.0946055190591,-3.14744942107322,3.28963514534067,10.1032384016999,23.7328684206131,10000,0.999826218748768
"r_ID__Hmax[ID_113,Intercept]",33.8561166037822,0.100885518920942,10.0885518920942,14.781098551085,26.9000290867323,33.684816833997,40.4882441095224,54.0598407789556,10000,1.00001962478686
"r_ID__Hmax[ID_114,Intercept]",18.5953423541313,0.133819505461518,11.1528233207042,-1.99867052586915,10.8984678218139,18.073205668613,25.7250124779723,42.3222797638141,6945.93641667056,1.00017013407813
"r_ID__Hmax[ID_116,Intercept]",-7.82321208387189,0.0953300283119022,9.53300283119022,-25.6133078334672,-14.3880455589801,-8.06049508474635,-1.73153585872349,11.8916326031943,10000,0.999937636385344
"r_ID__Hmax[ID_117,Intercept]",-9.92452125969838,0.124341104117906,12.4341104117906,-33.1006156373294,-18.3089107170118,-10.2997203787208,-1.96090288567076,15.396986055465,10000,1.00025573589934
"r_ID__Hmax[ID_118,Intercept]",-1.44789563359018,0.109710833883654,10.9710833883654,-21.9147201715835,-8.92438458755928,-1.86840742867933,5.65816951536993,21.5277595277984,10000,0.999939191545236
"r_ID__Hmax[ID_119,Intercept]",-33.9213337134093,0.114775560042492,11.4775560042492,-55.6017286140269,-41.6771801410903,-34.165479588956,-26.7039477086452,-10.7114006313852,10000,1.00008668843273
"r_ID__Hmax[ID_12,Intercept]",12.5780826227853,0.0975533702374172,9.75533702374172,-5.93523196044728,6.04101519310944,12.3491978728218,18.8465728074377,32.4253184091938,10000,1.00033505119234
"r_ID__Hmax[ID_120,Intercept]",24.7079001898122,0.0919750265252822,9.19750265252822,6.75895480335351,18.5804878571598,24.7014954286501,30.8381582150244,43.0112164470451,10000,0.999953675614733
"r_ID__Hmax[ID_121,Intercept]",-35.5452440202637,0.0994554888779974,9.94554888779974,-54.2434191683708,-42.3418630353367,-35.7394515829736,-28.9918091940954,-15.5365560730323,10000,0.999913249323086
"r_ID__Hmax[ID_122,Intercept]",15.9221606239187,0.107202001847567,10.7202001847567,-4.28010797772848,8.62157464733649,15.6709324908178,22.8412933316263,38.1157901864724,10000,0.999967704231458
"r_ID__Hmax[ID_123,Intercept]",-2.28699243697096,0.099372653092965,9.9372653092965,-20.9780256231486,-8.94889172701992,-2.61042907790809,4.02793185822637,18.3225497474717,10000,0.999982447951625
