"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"b_Hmax_Intercept",171.857083079013,0.0416284563403701,2.04134422014693,167.880831861285,170.469088674077,171.816378525263,173.244681427841,175.900148544844,2404.65000155567,0.999989559494263
"b_k_Intercept",4.11046360956416,0.00504618244809892,0.14158442751674,3.84569049863956,4.01455558242863,4.10554842442439,4.20226610574921,4.40278429151841,787.236244526508,1.00317008257255
"b_I_Intercept",150.884643030098,0.0286936738127814,0.988688683349701,148.953951966323,150.222960148998,150.876678178873,151.550251772666,152.820201779693,1187.26266875228,1.00656374064424
"b_Hmin_Intercept",18.4219845088139,0.00943000099331642,0.943000099331642,16.5594413307874,17.8099404694569,18.4166990596623,19.0618230719963,20.2534730149806,10000,1.0004263684701
"sd_ID__Hmax_Intercept",23.0526459493098,0.0335777336542151,1.5659188376694,20.11347745412,21.9993864818063,22.992669803402,24.0720544045622,26.2040546738169,2174.88219308773,1.00491488297705
"sd_ID__k_Intercept",0.532928241239221,0.0121962392568488,0.246978863307839,0.0460389801411141,0.358096351542565,0.556360337082905,0.712748628942709,0.978256357327028,410.079164604963,1.00586577128788
"sd_ID__I_Intercept",10.6269860098715,0.0181828980906572,0.75643727526302,9.2249803463695,10.1006969313544,10.5937777342417,11.1143062921635,12.2095471809115,1730.69139311911,1.00082620444303
"sigma",11.7577921607858,0.0164221874337709,0.464622601795138,10.8731945887117,11.4376483113492,11.7524259905967,12.0670015739382,12.6848184124887,800.458195770463,1.00224242784006
"r_ID__Hmax[Da_Ae,Intercept]",28.0593682722482,0.125596864850911,9.08128089842079,10.5897745690106,21.9935646393819,28.0545330631929,33.8720612757008,46.4783375021759,5228.01254760892,1.00015683038879
"r_ID__Hmax[Da_Ol1,Intercept]",-19.6330381899717,0.182368428920851,7.70253041917213,-33.3781596036853,-24.9955676816808,-20.1968604105056,-15.0124500819574,-2.98779412345101,1783.88778118963,1.00179082603572
"r_ID__Hmax[F1,Intercept]",24.2785879208148,0.114042998930669,6.49601642665036,11.6893332119763,19.8610548503947,24.2485716247626,28.6744303286585,37.0787316781333,3244.56867160634,1.00109841959919
"r_ID__Hmax[ID_1,Intercept]",39.4492450000053,0.180696100664392,9.99522694454745,20.3716457274801,32.5140198940329,39.2429767075696,46.2191442097173,59.8832920134347,3059.76277781711,1.0004387980739
"r_ID__Hmax[ID_10,Intercept]",19.9527108480841,0.119702343278501,10.0247659643202,0.549233396379122,13.0710521141894,19.7816034808679,26.6797932437245,40.2666714243835,7013.63531954469,0.999858260526611
"r_ID__Hmax[ID_100,Intercept]",-6.81006543064171,0.195758672941976,9.45048177605118,-24.8104970316116,-13.2733468439002,-6.92430885257109,-0.562093938965869,12.2153615677563,2330.58997193918,1.00205601606481
"r_ID__Hmax[ID_101,Intercept]",-3.60561253707137,0.0863377686977591,8.63377686977591,-20.3019800382089,-9.38433492213102,-3.63853353167305,2.06975439111539,13.4044380620938,10000,1.00016956868787
"r_ID__Hmax[ID_102,Intercept]",-18.577558331995,0.144651654360702,10.0017385150539,-37.4946330044971,-25.3997231426575,-18.8531504103592,-12.010197038686,1.7793700476964,4780.83970255277,1.00008703950185
"r_ID__Hmax[ID_103,Intercept]",-17.3592611689967,0.152927874447247,9.12705887197022,-34.6842996103512,-23.7779935812003,-17.6251819264623,-11.1906761209832,1.18210971754613,3561.95475916454,1.00095311764102
