"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"b_Hmax_Intercept",172.112262150058,0.0418642651386613,1.9972204651952,168.263954980727,170.757255567245,172.109150601913,173.455917882202,175.946904407366,2275.96233483822,1.0001598235835
"b_k_Intercept",4.1747295217563,0.00301592647241069,0.141295176271732,3.90890830927701,4.0776225052782,4.1733242367692,4.26838789295735,4.46131362446322,2194.89208536574,1.00511157928115
"b_I_Intercept",150.902611972914,0.0233847510139181,0.951533405224689,149.061351742478,150.25705849827,150.901080079503,151.545191075595,152.757429377308,1655.7035453833,1.00557488582524
"b_Hmin_Intercept",18.5385502513662,0.00899659957287248,0.899659957287248,16.7519444802881,17.9422422885944,18.555101681268,19.1514090798037,20.275421741103,10000,1.00056860909357
"sd_ID__Hmax_Intercept",23.7067061262898,0.030785989559065,1.5623525550881,20.8027483801844,22.6274460012595,23.6487441253254,24.7256590875275,26.9436315350065,2575.44244269549,1.00261012267182
"sd_ID__k_Intercept",0.716221104454044,0.00890608513693327,0.227657398453497,0.161317031756322,0.593127314327568,0.749380093027509,0.87353352365023,1.08637869157049,653.416132068955,1.01495849086523
"sd_ID__I_Intercept",10.8342059545057,0.0159485637487528,0.730722887374845,9.48334120207921,10.3213315668136,10.8152122026329,11.3113008809517,12.3348514206317,2099.24082307116,1.00276745488828
"sigma",10.9699775975738,0.0153908507072665,0.486801105578498,10.0746520408287,10.6293479280923,10.9464889615901,11.2825521334843,11.984394728566,1000.40962344387,1.01034816766451
"r_ID__Hmax[Da_Ae_1,Intercept]",21.0312497551232,0.11022067242349,11.022067242349,-0.0143959516597774,13.563322538984,20.7651694002425,28.5226071574312,43.19952103955,10000,1.0003908395786
"r_ID__Hmax[Da_Ae_2,Intercept]",27.4713968713558,0.110759687132221,11.0759687132221,6.44809617016808,19.775920289975,27.3437443842289,34.905487376484,49.5051473923453,10000,0.999940353972075
"r_ID__Hmax[Da_Ol1_1,Intercept]",0.0439886384791495,0.165942957658796,11.1911444934855,-20.0382297452458,-7.60202850071628,-0.670823692925871,6.98530973848577,24.1553814240315,4548.11412109976,1.00026670610918
"r_ID__Hmax[Da_Ol1_2,Intercept]",-54.5069927761536,0.22176976955841,12.1155119173758,-74.1699053770527,-62.6081619224858,-55.9985628015732,-48.0019389666841,-26.001481535175,2984.54992343241,1.00291050208898
"r_ID__Hmax[Da_Ol1_3,Intercept]",3.98277779171923,0.10921182329183,9.69728561725897,-14.5456023951113,-2.71068433065537,3.73385423301764,10.1000320121322,24.030593329109,7884.26220363964,0.999880978486434
"r_ID__Hmax[F1_1,Intercept]",26.963914642402,0.0891223227586663,8.91223227586663,10.0993415144885,20.772736794639,26.7736670491977,32.8447047958821,44.7506307200938,10000,1.00018351527021
"r_ID__Hmax[F1_2,Intercept]",24.5234403987179,0.100786711307664,10.0786711307664,5.1502498558479,17.7182160177771,24.2314570782674,31.0715322210098,45.1913562201425,10000,1.00065769803885
"r_ID__Hmax[F1_3,Intercept]",16.1329186871588,0.0919691472116942,9.19691472116942,-1.2527845647929,9.9442557028542,15.954456385813,22.1783245486541,34.8004486532732,10000,0.999934206176363
"r_ID__Hmax[ID_1,Intercept]",40.2378815937385,0.118864629459019,10.0464380561589,20.7382109552825,33.3720845224439,40.1994326554806,46.8549415102448,60.5109656840709,7143.62979457795,1.00059693290364
"r_ID__Hmax[ID_10,Intercept]",20.259960929634,0.0981264646932471,9.81264646932471,1.49624494193539,13.5900531542831,20.0228882102164,26.820301219617,39.9309251161937,10000,1.00023528545571
